victim_id,fir_id,injury_severity,complaint_type
VIC-03428,FIR-002555,MINOR,SELF
VIC-03455,FIR-002555,NONE,THIRD_PARTY
VIC-00902,FIR-002556,NONE,FAMILY_MEMBER
VIC-02707,FIR-002557,MODERATE,FAMILY_MEMBER
VIC-01336,FIR-002557,MODERATE,SELF
VIC-02032,FIR-002558,MINOR,POLICE_SUO_MOTU
VIC-03217,FIR-002559,MINOR,FAMILY_MEMBER
VIC-01084,FIR-002560,MODERATE,SELF
VIC-01025,FIR-002561,NONE,THIRD_PARTY
VIC-01594,FIR-002561,NONE,FAMILY_MEMBER
VIC-02174,FIR-002562,MINOR,THIRD_PARTY
VIC-01642,FIR-002562,NONE,SELF
VIC-00477,FIR-002563,MODERATE,SELF
VIC-02438,FIR-002563,MODERATE,SELF
VIC-01879,FIR-002564,MINOR,FAMILY_MEMBER
VIC-02080,FIR-002564,MINOR,THIRD_PARTY
VIC-00029,FIR-002565,MINOR,THIRD_PARTY
VIC-03033,FIR-002566,NONE,SELF
VIC-02618,FIR-002567,MINOR,THIRD_PARTY
VIC-00519,FIR-002567,MINOR,FAMILY_MEMBER
VIC-03830,FIR-002568,NONE,FAMILY_MEMBER
VIC-00866,FIR-002568,MINOR,SELF
VIC-01445,FIR-002569,MODERATE,SELF
VIC-03865,FIR-002570,MINOR,FAMILY_MEMBER
VIC-03041,FIR-002571,NONE,SELF
VIC-00995,FIR-002572,NONE,THIRD_PARTY
VIC-01927,FIR-002573,NONE,FAMILY_MEMBER
VIC-03481,FIR-002574,MODERATE,FAMILY_MEMBER
VIC-01281,FIR-002575,MINOR,THIRD_PARTY
VIC-03562,FIR-002575,MODERATE,SELF
VIC-01683,FIR-002576,MINOR,THIRD_PARTY
VIC-00555,FIR-002576,NONE,FAMILY_MEMBER
VIC-01220,FIR-002577,MODERATE,THIRD_PARTY
VIC-01602,FIR-002578,NONE,THIRD_PARTY
VIC-01397,FIR-002578,MINOR,THIRD_PARTY
VIC-01350,FIR-002579,SEVERE,FAMILY_MEMBER
VIC-02414,FIR-002580,MODERATE,FAMILY_MEMBER
VIC-01242,FIR-002580,MINOR,FAMILY_MEMBER
VIC-01707,FIR-002581,MINOR,FAMILY_MEMBER
VIC-01954,FIR-002581,MINOR,POLICE_SUO_MOTU
VIC-00160,FIR-002582,MINOR,POLICE_SUO_MOTU
VIC-02672,FIR-002583,MINOR,THIRD_PARTY
VIC-01589,FIR-002584,NONE,THIRD_PARTY
VIC-00792,FIR-002584,NONE,SELF
VIC-02190,FIR-002585,NONE,FAMILY_MEMBER
VIC-02915,FIR-002586,MINOR,SELF
VIC-02383,FIR-002587,MINOR,SELF
VIC-03137,FIR-002588,NONE,SELF
VIC-00567,FIR-002588,SEVERE,FAMILY_MEMBER
VIC-01879,FIR-002589,NONE,FAMILY_MEMBER
VIC-01167,FIR-002590,MINOR,SELF
VIC-00573,FIR-002591,SEVERE,SELF
VIC-01737,FIR-002592,MODERATE,SELF
VIC-01463,FIR-002593,NONE,SELF
VIC-03741,FIR-002594,SEVERE,SELF
VIC-01643,FIR-002595,SEVERE,SELF
VIC-01123,FIR-002596,MODERATE,FAMILY_MEMBER
VIC-00656,FIR-002596,NONE,FAMILY_MEMBER
VIC-02601,FIR-002597,NONE,FAMILY_MEMBER
VIC-00059,FIR-002597,MODERATE,SELF
VIC-03712,FIR-002598,NONE,THIRD_PARTY
VIC-00971,FIR-002599,MINOR,FAMILY_MEMBER
VIC-01213,FIR-002599,NONE,FAMILY_MEMBER
VIC-03838,FIR-002600,NONE,SELF
VIC-01364,FIR-002601,NONE,POLICE_SUO_MOTU
VIC-01364,FIR-002601,MINOR,SELF
VIC-03286,FIR-002602,MINOR,THIRD_PARTY
VIC-02000,FIR-002603,MINOR,POLICE_SUO_MOTU
VIC-01077,FIR-002604,MINOR,SELF
VIC-03039,FIR-002605,MODERATE,SELF
VIC-03358,FIR-002606,MODERATE,THIRD_PARTY
VIC-00072,FIR-002607,NONE,FAMILY_MEMBER
VIC-01535,FIR-002608,SEVERE,FAMILY_MEMBER
VIC-02481,FIR-002609,NONE,FAMILY_MEMBER
VIC-00869,FIR-002610,NONE,SELF
VIC-00159,FIR-002610,NONE,FAMILY_MEMBER
VIC-00136,FIR-002611,MINOR,FAMILY_MEMBER
VIC-01567,FIR-002612,NONE,SELF
VIC-02810,FIR-002612,NONE,FAMILY_MEMBER
VIC-03503,FIR-002613,MODERATE,FAMILY_MEMBER
VIC-03208,FIR-002614,MINOR,SELF
VIC-00102,FIR-002615,MINOR,SELF
VIC-03097,FIR-002616,MODERATE,SELF
VIC-00956,FIR-002616,MINOR,SELF
VIC-00222,FIR-002617,NONE,FAMILY_MEMBER
VIC-02194,FIR-002618,MODERATE,FAMILY_MEMBER
VIC-00255,FIR-002619,MINOR,SELF
VIC-02124,FIR-002619,MODERATE,FAMILY_MEMBER
VIC-00686,FIR-002620,MINOR,FAMILY_MEMBER
VIC-01704,FIR-002621,MODERATE,SELF
VIC-03609,FIR-002622,NONE,SELF
VIC-02837,FIR-002623,MODERATE,FAMILY_MEMBER
VIC-03895,FIR-002623,NONE,SELF
VIC-01404,FIR-002624,NONE,SELF
VIC-01027,FIR-002625,MINOR,SELF
VIC-00766,FIR-002626,MODERATE,FAMILY_MEMBER
VIC-01918,FIR-002627,MINOR,THIRD_PARTY
VIC-03707,FIR-002628,MINOR,SELF
VIC-03774,FIR-002628,NONE,SELF
VIC-02041,FIR-002629,MODERATE,SELF
VIC-03002,FIR-002630,NONE,SELF
VIC-03546,FIR-002631,MINOR,FAMILY_MEMBER
VIC-02770,FIR-002632,MODERATE,SELF
VIC-03256,FIR-002632,NONE,FAMILY_MEMBER
VIC-01252,FIR-002633,SEVERE,POLICE_SUO_MOTU
VIC-01507,FIR-002633,MINOR,SELF
VIC-00505,FIR-002634,MODERATE,FAMILY_MEMBER
VIC-02805,FIR-002635,NONE,POLICE_SUO_MOTU
VIC-01107,FIR-002635,NONE,SELF
VIC-00351,FIR-002636,SEVERE,FAMILY_MEMBER
VIC-01692,FIR-002637,NONE,FAMILY_MEMBER
VIC-03193,FIR-002638,MODERATE,SELF
VIC-00699,FIR-002639,NONE,SELF
VIC-03888,FIR-002639,NONE,THIRD_PARTY
VIC-01740,FIR-002640,SEVERE,FAMILY_MEMBER
VIC-01856,FIR-002641,MINOR,FAMILY_MEMBER
VIC-00220,FIR-002642,NONE,SELF
VIC-03790,FIR-002643,NONE,FAMILY_MEMBER
VIC-02275,FIR-002644,MODERATE,SELF
VIC-00609,FIR-002645,NONE,SELF
VIC-03811,FIR-002646,MINOR,FAMILY_MEMBER
VIC-02022,FIR-002647,SEVERE,SELF
VIC-03705,FIR-002648,MINOR,FAMILY_MEMBER
VIC-01888,FIR-002648,MINOR,FAMILY_MEMBER
VIC-00943,FIR-002649,MODERATE,SELF
VIC-03066,FIR-002649,SEVERE,FAMILY_MEMBER
VIC-01420,FIR-002650,NONE,FAMILY_MEMBER
VIC-01057,FIR-002651,MINOR,SELF
VIC-00463,FIR-002652,NONE,FAMILY_MEMBER
VIC-00656,FIR-002653,MODERATE,THIRD_PARTY
VIC-00769,FIR-002654,NONE,THIRD_PARTY
VIC-03557,FIR-002655,MINOR,SELF
VIC-03038,FIR-002655,MINOR,FAMILY_MEMBER
VIC-00472,FIR-002656,MODERATE,THIRD_PARTY
VIC-01146,FIR-002657,NONE,SELF
VIC-03260,FIR-002657,MINOR,FAMILY_MEMBER
VIC-01222,FIR-002658,MINOR,SELF
VIC-02410,FIR-002659,MINOR,SELF
VIC-01383,FIR-002660,MINOR,SELF
VIC-01820,FIR-002661,NONE,SELF
VIC-01789,FIR-002662,NONE,SELF
VIC-01808,FIR-002663,MODERATE,SELF
VIC-00371,FIR-002663,MINOR,SELF
VIC-02839,FIR-002664,MODERATE,POLICE_SUO_MOTU
VIC-03675,FIR-002665,MINOR,FAMILY_MEMBER
VIC-00911,FIR-002666,MODERATE,SELF
VIC-02363,FIR-002666,MINOR,SELF
VIC-01860,FIR-002667,MODERATE,SELF
VIC-03482,FIR-002668,MODERATE,THIRD_PARTY
VIC-01365,FIR-002669,MINOR,THIRD_PARTY
VIC-01372,FIR-002670,MODERATE,SELF
VIC-03504,FIR-002671,SEVERE,THIRD_PARTY
VIC-02424,FIR-002671,NONE,SELF
VIC-02798,FIR-002672,NONE,FAMILY_MEMBER
VIC-01250,FIR-002672,NONE,SELF
VIC-00425,FIR-002673,MINOR,SELF
VIC-03254,FIR-002674,MODERATE,SELF
VIC-02045,FIR-002675,NONE,SELF
VIC-03554,FIR-002676,NONE,SELF
VIC-03767,FIR-002677,MINOR,FAMILY_MEMBER
VIC-02220,FIR-002677,MINOR,THIRD_PARTY
VIC-02101,FIR-002678,NONE,SELF
VIC-01138,FIR-002679,NONE,THIRD_PARTY
VIC-03833,FIR-002680,MINOR,FAMILY_MEMBER
VIC-03648,FIR-002680,SEVERE,FAMILY_MEMBER
VIC-02849,FIR-002681,MINOR,FAMILY_MEMBER
VIC-02861,FIR-002681,MINOR,SELF
VIC-00112,FIR-002682,NONE,THIRD_PARTY
VIC-02163,FIR-002682,NONE,SELF
VIC-03229,FIR-002683,MINOR,SELF
VIC-01476,FIR-002684,MINOR,THIRD_PARTY
VIC-00542,FIR-002684,MODERATE,SELF
VIC-03324,FIR-002685,MINOR,FAMILY_MEMBER
VIC-01034,FIR-002685,MINOR,THIRD_PARTY
VIC-02810,FIR-002686,NONE,FAMILY_MEMBER
VIC-00835,FIR-002686,MODERATE,POLICE_SUO_MOTU
VIC-02665,FIR-002687,MODERATE,THIRD_PARTY
VIC-02658,FIR-002688,NONE,SELF
VIC-00771,FIR-002689,MODERATE,FAMILY_MEMBER
VIC-02563,FIR-002689,NONE,SELF
VIC-00762,FIR-002690,MINOR,SELF
VIC-02102,FIR-002691,MINOR,SELF
VIC-01421,FIR-002691,MINOR,SELF
VIC-01449,FIR-002692,MINOR,FAMILY_MEMBER
VIC-00118,FIR-002693,NONE,THIRD_PARTY
VIC-00572,FIR-002694,NONE,SELF
VIC-01562,FIR-002695,MINOR,SELF
VIC-02513,FIR-002696,NONE,FAMILY_MEMBER
VIC-02155,FIR-002696,MODERATE,SELF
VIC-02838,FIR-002697,MODERATE,POLICE_SUO_MOTU
VIC-00551,FIR-002698,NONE,SELF
VIC-03337,FIR-002699,MINOR,FAMILY_MEMBER
VIC-03005,FIR-002700,MODERATE,SELF
VIC-03760,FIR-002700,NONE,THIRD_PARTY
VIC-01201,FIR-002701,NONE,SELF
VIC-01969,FIR-002701,MINOR,SELF
VIC-03186,FIR-002702,NONE,SELF
VIC-03027,FIR-002702,NONE,SELF
VIC-03035,FIR-002703,MINOR,SELF
VIC-03045,FIR-002704,NONE,SELF
VIC-01090,FIR-002705,MINOR,SELF
VIC-02608,FIR-002706,MODERATE,SELF
VIC-01742,FIR-002706,NONE,POLICE_SUO_MOTU
VIC-03438,FIR-002707,MINOR,FAMILY_MEMBER
VIC-01341,FIR-002708,MINOR,FAMILY_MEMBER
VIC-00498,FIR-002708,MODERATE,SELF
VIC-00698,FIR-002709,MINOR,THIRD_PARTY
VIC-00093,FIR-002710,NONE,SELF
VIC-03127,FIR-002710,MODERATE,SELF
VIC-01682,FIR-002711,MINOR,FAMILY_MEMBER
VIC-02371,FIR-002712,MODERATE,THIRD_PARTY
VIC-01201,FIR-002713,NONE,SELF
VIC-02202,FIR-002713,MODERATE,SELF
VIC-03213,FIR-002714,MODERATE,SELF
VIC-00954,FIR-002714,MINOR,THIRD_PARTY
VIC-02494,FIR-002715,NONE,POLICE_SUO_MOTU
VIC-02750,FIR-002715,SEVERE,SELF
VIC-00935,FIR-002716,NONE,FAMILY_MEMBER
VIC-02826,FIR-002717,NONE,SELF
VIC-03761,FIR-002718,MINOR,SELF
VIC-00663,FIR-002719,NONE,FAMILY_MEMBER
VIC-02429,FIR-002720,MINOR,SELF
VIC-01125,FIR-002720,NONE,SELF
VIC-00846,FIR-002721,NONE,SELF
VIC-02359,FIR-002722,MINOR,FAMILY_MEMBER
VIC-02044,FIR-002723,NONE,FAMILY_MEMBER
VIC-01458,FIR-002724,MINOR,FAMILY_MEMBER
VIC-03175,FIR-002725,SEVERE,SELF
VIC-01500,FIR-002726,MODERATE,SELF
VIC-01336,FIR-002727,MINOR,SELF
VIC-00679,FIR-002728,MINOR,SELF
VIC-01705,FIR-002729,MINOR,SELF
VIC-03556,FIR-002729,NONE,POLICE_SUO_MOTU
VIC-02335,FIR-002730,NONE,SELF
VIC-02657,FIR-002731,NONE,FAMILY_MEMBER
VIC-02909,FIR-002731,MINOR,SELF
VIC-03646,FIR-002732,SEVERE,SELF
VIC-00635,FIR-002733,MINOR,SELF
VIC-00588,FIR-002734,MODERATE,SELF
VIC-02740,FIR-002734,MODERATE,FAMILY_MEMBER
VIC-00305,FIR-002735,NONE,SELF
VIC-02908,FIR-002736,NONE,SELF
VIC-02013,FIR-002736,NONE,SELF
VIC-00166,FIR-002737,MODERATE,FAMILY_MEMBER
VIC-02552,FIR-002738,MODERATE,SELF
VIC-02241,FIR-002739,NONE,POLICE_SUO_MOTU
VIC-02799,FIR-002740,MODERATE,SELF
VIC-03023,FIR-002741,SEVERE,THIRD_PARTY
VIC-03018,FIR-002741,MODERATE,FAMILY_MEMBER
VIC-01187,FIR-002742,MINOR,FAMILY_MEMBER
VIC-00638,FIR-002742,NONE,FAMILY_MEMBER
VIC-00159,FIR-002743,NONE,THIRD_PARTY
VIC-01299,FIR-002744,MINOR,SELF
VIC-01960,FIR-002745,MINOR,SELF
VIC-00970,FIR-002746,SEVERE,SELF
VIC-03687,FIR-002747,MINOR,POLICE_SUO_MOTU
VIC-01240,FIR-002748,MODERATE,FAMILY_MEMBER
VIC-03282,FIR-002748,MINOR,SELF
VIC-03143,FIR-002749,MINOR,SELF
VIC-00339,FIR-002750,NONE,SELF
VIC-00478,FIR-002751,NONE,FAMILY_MEMBER
VIC-03617,FIR-002751,MINOR,SELF
VIC-00378,FIR-002752,NONE,THIRD_PARTY
VIC-02154,FIR-002753,SEVERE,SELF
VIC-00288,FIR-002754,MINOR,FAMILY_MEMBER
VIC-00772,FIR-002755,NONE,FAMILY_MEMBER
VIC-00148,FIR-002756,MINOR,SELF
VIC-02301,FIR-002757,MODERATE,FAMILY_MEMBER
VIC-00957,FIR-002758,MODERATE,THIRD_PARTY
VIC-01231,FIR-002759,SEVERE,FAMILY_MEMBER
VIC-01984,FIR-002760,NONE,THIRD_PARTY
VIC-02307,FIR-002761,NONE,SELF
VIC-01191,FIR-002762,NONE,THIRD_PARTY
VIC-00844,FIR-002763,MODERATE,SELF
VIC-03273,FIR-002764,NONE,SELF
VIC-00070,FIR-002764,NONE,THIRD_PARTY
VIC-00238,FIR-002765,MODERATE,SELF
VIC-01467,FIR-002766,MODERATE,FAMILY_MEMBER
VIC-01546,FIR-002767,MODERATE,SELF
VIC-02713,FIR-002768,MINOR,FAMILY_MEMBER
VIC-03493,FIR-002769,MINOR,POLICE_SUO_MOTU
VIC-02827,FIR-002770,MODERATE,POLICE_SUO_MOTU
VIC-03112,FIR-002771,MODERATE,FAMILY_MEMBER
VIC-00843,FIR-002771,NONE,SELF
VIC-03397,FIR-002772,MINOR,SELF
VIC-01626,FIR-002773,NONE,FAMILY_MEMBER
VIC-03137,FIR-002774,NONE,FAMILY_MEMBER
VIC-02020,FIR-002774,NONE,FAMILY_MEMBER
VIC-02200,FIR-002775,MINOR,THIRD_PARTY
VIC-02292,FIR-002776,MINOR,SELF
VIC-00126,FIR-002777,MODERATE,SELF
VIC-01201,FIR-002778,NONE,FAMILY_MEMBER
VIC-02262,FIR-002778,NONE,THIRD_PARTY
VIC-02457,FIR-002779,MODERATE,THIRD_PARTY
VIC-01332,FIR-002780,SEVERE,THIRD_PARTY
VIC-03873,FIR-002781,NONE,SELF
VIC-00867,FIR-002782,MINOR,SELF
VIC-00099,FIR-002783,SEVERE,THIRD_PARTY
VIC-03077,FIR-002784,NONE,SELF
VIC-02910,FIR-002785,MINOR,SELF
VIC-00596,FIR-002786,SEVERE,SELF
VIC-01685,FIR-002787,NONE,SELF
VIC-03276,FIR-002788,NONE,SELF
VIC-00906,FIR-002789,MINOR,SELF
VIC-01874,FIR-002790,NONE,THIRD_PARTY
VIC-00153,FIR-002791,NONE,SELF
VIC-00455,FIR-002792,MODERATE,SELF
VIC-00445,FIR-002793,MODERATE,FAMILY_MEMBER
VIC-00298,FIR-002793,MINOR,SELF
VIC-00128,FIR-002794,MODERATE,THIRD_PARTY
VIC-00682,FIR-002795,NONE,FAMILY_MEMBER
VIC-02906,FIR-002796,MINOR,SELF
VIC-01058,FIR-002796,NONE,SELF
VIC-03085,FIR-002797,NONE,THIRD_PARTY
VIC-03464,FIR-002797,SEVERE,SELF
VIC-00112,FIR-002798,NONE,THIRD_PARTY
VIC-01290,FIR-002799,NONE,SELF
VIC-03228,FIR-002800,MINOR,SELF
VIC-00380,FIR-002801,MINOR,SELF
VIC-00624,FIR-002801,MINOR,SELF
VIC-03277,FIR-002802,MINOR,THIRD_PARTY
VIC-02670,FIR-002803,MODERATE,POLICE_SUO_MOTU
VIC-00851,FIR-002804,NONE,SELF
VIC-03583,FIR-002805,NONE,FAMILY_MEMBER
VIC-00088,FIR-002806,SEVERE,FAMILY_MEMBER
VIC-03199,FIR-002806,MODERATE,FAMILY_MEMBER
VIC-02197,FIR-002807,NONE,SELF
VIC-03507,FIR-002808,MODERATE,FAMILY_MEMBER
VIC-00075,FIR-002808,MODERATE,FAMILY_MEMBER
VIC-03054,FIR-002809,SEVERE,THIRD_PARTY
VIC-00708,FIR-002810,MODERATE,THIRD_PARTY
VIC-01374,FIR-002811,MODERATE,SELF
VIC-01456,FIR-002812,NONE,FAMILY_MEMBER
VIC-02360,FIR-002812,NONE,SELF
VIC-02854,FIR-002813,MINOR,FAMILY_MEMBER
VIC-00535,FIR-002814,MINOR,SELF
VIC-01404,FIR-002814,NONE,POLICE_SUO_MOTU
VIC-03813,FIR-002815,MODERATE,SELF
VIC-01254,FIR-002816,MINOR,FAMILY_MEMBER
VIC-03078,FIR-002816,NONE,SELF
VIC-01677,FIR-002817,MODERATE,FAMILY_MEMBER
VIC-03726,FIR-002818,MODERATE,FAMILY_MEMBER
VIC-02814,FIR-002818,SEVERE,THIRD_PARTY
VIC-03835,FIR-002819,SEVERE,SELF
VIC-02688,FIR-002820,NONE,SELF
VIC-00168,FIR-002821,MODERATE,THIRD_PARTY
VIC-01236,FIR-002822,MINOR,SELF
VIC-01182,FIR-002822,NONE,FAMILY_MEMBER
VIC-01005,FIR-002823,NONE,SELF
VIC-03333,FIR-002824,MODERATE,SELF
VIC-02191,FIR-002825,MODERATE,FAMILY_MEMBER
VIC-02351,FIR-002826,SEVERE,SELF
VIC-03762,FIR-002826,NONE,THIRD_PARTY
VIC-03894,FIR-002827,MODERATE,SELF
VIC-00533,FIR-002828,MODERATE,FAMILY_MEMBER
VIC-01920,FIR-002829,SEVERE,FAMILY_MEMBER
VIC-00299,FIR-002830,SEVERE,THIRD_PARTY
VIC-00476,FIR-002831,SEVERE,SELF
VIC-01043,FIR-002832,NONE,FAMILY_MEMBER
VIC-00988,FIR-002833,NONE,FAMILY_MEMBER
VIC-02902,FIR-002833,MODERATE,THIRD_PARTY
VIC-02665,FIR-002834,MINOR,SELF
VIC-02910,FIR-002835,NONE,SELF
VIC-02680,FIR-002836,MODERATE,FAMILY_MEMBER
VIC-02296,FIR-002837,MINOR,SELF
VIC-01370,FIR-002838,SEVERE,SELF
VIC-02273,FIR-002839,MODERATE,FAMILY_MEMBER
VIC-00680,FIR-002839,MINOR,FAMILY_MEMBER
VIC-02728,FIR-002840,MINOR,FAMILY_MEMBER
VIC-03730,FIR-002841,MODERATE,SELF
VIC-02649,FIR-002842,SEVERE,SELF
VIC-01649,FIR-002842,MODERATE,FAMILY_MEMBER
VIC-02938,FIR-002843,NONE,SELF
VIC-00040,FIR-002844,MODERATE,FAMILY_MEMBER
VIC-01843,FIR-002845,MODERATE,SELF
VIC-02162,FIR-002845,MINOR,FAMILY_MEMBER
VIC-03129,FIR-002846,MINOR,THIRD_PARTY
VIC-02043,FIR-002847,MODERATE,FAMILY_MEMBER
VIC-03643,FIR-002848,MODERATE,SELF
VIC-02755,FIR-002849,MINOR,SELF
VIC-03544,FIR-002850,MINOR,FAMILY_MEMBER
VIC-03492,FIR-002851,MINOR,SELF
VIC-01618,FIR-002852,NONE,SELF
VIC-01477,FIR-002852,MINOR,SELF
VIC-00422,FIR-002853,MINOR,FAMILY_MEMBER
VIC-00015,FIR-002854,MODERATE,THIRD_PARTY
VIC-00580,FIR-002855,NONE,SELF
VIC-00239,FIR-002856,NONE,THIRD_PARTY
VIC-01048,FIR-002857,NONE,POLICE_SUO_MOTU
VIC-00990,FIR-002858,NONE,THIRD_PARTY
VIC-01891,FIR-002859,MODERATE,THIRD_PARTY
VIC-00161,FIR-002859,MODERATE,SELF
VIC-00601,FIR-002860,MINOR,SELF
VIC-00501,FIR-002861,NONE,FAMILY_MEMBER
VIC-00080,FIR-002862,NONE,FAMILY_MEMBER
VIC-01637,FIR-002863,MODERATE,FAMILY_MEMBER
VIC-00856,FIR-002863,NONE,SELF
VIC-00531,FIR-002864,NONE,THIRD_PARTY
VIC-03877,FIR-002865,MODERATE,SELF
VIC-03502,FIR-002866,MODERATE,SELF
VIC-02375,FIR-002867,NONE,SELF
VIC-03378,FIR-002868,MODERATE,FAMILY_MEMBER
VIC-00029,FIR-002868,MINOR,FAMILY_MEMBER
VIC-03833,FIR-002869,MODERATE,SELF
VIC-00783,FIR-002870,NONE,FAMILY_MEMBER
VIC-02202,FIR-002871,MODERATE,SELF
VIC-02600,FIR-002872,MODERATE,SELF
VIC-02243,FIR-002873,MINOR,SELF
VIC-02427,FIR-002874,MINOR,FAMILY_MEMBER
VIC-02815,FIR-002875,MINOR,SELF
VIC-02214,FIR-002876,NONE,POLICE_SUO_MOTU
VIC-03458,FIR-002877,MODERATE,SELF
VIC-00393,FIR-002878,NONE,FAMILY_MEMBER
VIC-02543,FIR-002879,MINOR,SELF
VIC-00596,FIR-002880,MINOR,SELF
VIC-02468,FIR-002881,MINOR,SELF
VIC-00544,FIR-002882,MINOR,FAMILY_MEMBER
VIC-00906,FIR-002883,MINOR,FAMILY_MEMBER
VIC-02773,FIR-002884,MINOR,THIRD_PARTY
VIC-01525,FIR-002885,NONE,SELF
VIC-02677,FIR-002886,MINOR,SELF
VIC-02806,FIR-002887,MODERATE,SELF
VIC-03592,FIR-002888,SEVERE,FAMILY_MEMBER
VIC-00151,FIR-002889,MINOR,SELF
VIC-03452,FIR-002890,NONE,FAMILY_MEMBER
VIC-00553,FIR-002890,MINOR,SELF
VIC-02112,FIR-002891,NONE,SELF
VIC-00626,FIR-002892,NONE,SELF
VIC-00992,FIR-002892,SEVERE,SELF
VIC-01699,FIR-002893,NONE,FAMILY_MEMBER
VIC-01184,FIR-002894,NONE,FAMILY_MEMBER
VIC-01172,FIR-002895,MINOR,SELF
VIC-00306,FIR-002896,MINOR,SELF
VIC-03025,FIR-002897,MODERATE,SELF
VIC-00806,FIR-002898,NONE,SELF
VIC-01549,FIR-002899,MINOR,SELF
VIC-00697,FIR-002900,SEVERE,SELF
VIC-02312,FIR-002901,NONE,POLICE_SUO_MOTU
VIC-01604,FIR-002901,NONE,SELF
VIC-01239,FIR-002902,MINOR,SELF
VIC-03063,FIR-002903,MINOR,POLICE_SUO_MOTU
VIC-01247,FIR-002904,SEVERE,SELF
VIC-02573,FIR-002905,MINOR,FAMILY_MEMBER
VIC-02516,FIR-002905,NONE,THIRD_PARTY
VIC-03257,FIR-002906,NONE,THIRD_PARTY
VIC-03647,FIR-002907,MINOR,THIRD_PARTY
VIC-01499,FIR-002908,MINOR,FAMILY_MEMBER
VIC-01616,FIR-002908,MODERATE,THIRD_PARTY
VIC-02354,FIR-002909,MODERATE,SELF
VIC-00958,FIR-002910,MINOR,FAMILY_MEMBER
VIC-03222,FIR-002911,MODERATE,FAMILY_MEMBER
VIC-03865,FIR-002911,MINOR,FAMILY_MEMBER
VIC-00360,FIR-002912,MINOR,SELF
VIC-01841,FIR-002913,MINOR,FAMILY_MEMBER
VIC-02211,FIR-002913,MINOR,POLICE_SUO_MOTU
VIC-02414,FIR-002914,MODERATE,SELF
VIC-01619,FIR-002915,NONE,SELF
VIC-01456,FIR-002916,MINOR,FAMILY_MEMBER
VIC-03286,FIR-002917,MINOR,FAMILY_MEMBER
VIC-03173,FIR-002918,MODERATE,SELF
VIC-00725,FIR-002919,SEVERE,SELF
VIC-00132,FIR-002920,MODERATE,SELF
VIC-00185,FIR-002921,NONE,THIRD_PARTY
VIC-01750,FIR-002922,NONE,SELF
VIC-01649,FIR-002923,NONE,SELF
VIC-03744,FIR-002923,MINOR,FAMILY_MEMBER
VIC-00763,FIR-002924,NONE,THIRD_PARTY
VIC-00629,FIR-002924,NONE,FAMILY_MEMBER
VIC-01439,FIR-002925,MINOR,SELF
VIC-00288,FIR-002926,MINOR,THIRD_PARTY
VIC-01240,FIR-002927,NONE,SELF
VIC-00537,FIR-002928,MODERATE,SELF
VIC-00412,FIR-002929,MODERATE,SELF
VIC-03726,FIR-002930,NONE,FAMILY_MEMBER
VIC-03236,FIR-002931,MINOR,SELF
VIC-00128,FIR-002931,NONE,THIRD_PARTY
VIC-00388,FIR-002932,SEVERE,SELF
VIC-00225,FIR-002932,NONE,THIRD_PARTY
VIC-03055,FIR-002933,MINOR,SELF
VIC-01489,FIR-002933,NONE,SELF
VIC-03205,FIR-002934,MINOR,THIRD_PARTY
VIC-00334,FIR-002935,MINOR,FAMILY_MEMBER
VIC-02197,FIR-002936,NONE,SELF
VIC-00836,FIR-002937,MODERATE,FAMILY_MEMBER
VIC-03481,FIR-002937,MINOR,FAMILY_MEMBER
VIC-01498,FIR-002938,NONE,THIRD_PARTY
VIC-02459,FIR-002938,MINOR,SELF
VIC-00576,FIR-002939,NONE,SELF
VIC-00553,FIR-002940,NONE,THIRD_PARTY
VIC-00170,FIR-002941,MINOR,THIRD_PARTY
VIC-01958,FIR-002941,MODERATE,SELF
VIC-02139,FIR-002942,MINOR,SELF
VIC-01045,FIR-002942,MINOR,SELF
VIC-00743,FIR-002943,SEVERE,FAMILY_MEMBER
VIC-02662,FIR-002944,NONE,SELF
VIC-01518,FIR-002945,SEVERE,SELF
VIC-00452,FIR-002946,NONE,SELF
VIC-00336,FIR-002947,MODERATE,FAMILY_MEMBER
VIC-02737,FIR-002947,MODERATE,FAMILY_MEMBER
VIC-02494,FIR-002948,SEVERE,SELF
VIC-01463,FIR-002948,MINOR,FAMILY_MEMBER
VIC-03749,FIR-002949,NONE,SELF
VIC-00472,FIR-002949,MODERATE,THIRD_PARTY
VIC-02696,FIR-002950,MINOR,FAMILY_MEMBER
VIC-03465,FIR-002951,NONE,FAMILY_MEMBER
VIC-00442,FIR-002951,MINOR,SELF
VIC-01472,FIR-002952,NONE,SELF
VIC-03452,FIR-002953,NONE,SELF
VIC-01123,FIR-002954,MODERATE,THIRD_PARTY
VIC-01037,FIR-002955,NONE,FAMILY_MEMBER
VIC-00175,FIR-002955,MODERATE,FAMILY_MEMBER
VIC-00419,FIR-002956,NONE,THIRD_PARTY
VIC-01741,FIR-002957,MINOR,SELF
VIC-03360,FIR-002958,MINOR,FAMILY_MEMBER
VIC-03395,FIR-002959,SEVERE,SELF
VIC-00540,FIR-002959,MINOR,SELF
VIC-02719,FIR-002960,MINOR,SELF
VIC-00167,FIR-002961,MINOR,SELF
VIC-00321,FIR-002961,NONE,FAMILY_MEMBER
VIC-01471,FIR-002962,MINOR,THIRD_PARTY
VIC-00734,FIR-002963,NONE,SELF
